Radius	predicate	time	# Vertices
18432	-5.42535e-05	52383	24728
18433	-5.42505e-05	51327	24696
18434	-5.42476e-05	50766	24772
18435	-5.42446e-05	50173	24724
18436	-5.42417e-05	50721	24752
18437	-5.42388e-05	50187	24780
18438	-5.42358e-05	50834	24716
18439	-5.42329e-05	50501	24800
18440	-5.42299e-05	52015	24680
18441	-5.4227e-05	51401	24748
18442	-5.42241e-05	51049	24792
18443	-5.42211e-05	51743	24768
18444	-5.42182e-05	52371	24740
18445	-5.42152e-05	51120	24700
18446	-5.42123e-05	49984	24776
18447	-5.42094e-05	49937	24820
18448	-5.42064e-05	50602	24780
18449	-5.42035e-05	50890	24792
18450	-5.42005e-05	51895	24712
18451	-5.41976e-05	51680	24772
18452	-5.41947e-05	51934	24764
18453	-5.41917e-05	51548	24744
18454	-5.41888e-05	50478	24820
18455	-5.41859e-05	50100	24764
18456	-5.41829e-05	51267	24816
18457	-5.418e-05	52054	24720
18458	-5.41771e-05	51415	24756
18459	-5.41741e-05	49769	24824
18460	-5.41712e-05	49793	24792
18461	-5.41682e-05	51879	24780
18462	-5.41653e-05	51490	24772
18463	-5.41624e-05	51298	24784
18464	-5.41594e-05	52159	24768
18465	-5.41565e-05	50836	24796
18466	-5.41536e-05	51950	24784
18467	-5.41506e-05	51033	24800
18468	-5.41477e-05	50200	24812
18469	-5.41448e-05	50652	24796
18470	-5.41419e-05	49617	24760
18471	-5.41389e-05	50900	24812
18472	-5.4136e-05	51900	24796
18473	-5.41331e-05	50427	24824
18474	-5.41301e-05	51853	24768
18475	-5.41272e-05	51163	24772
18476	-5.41243e-05	54167	24772
18477	-5.41213e-05	50409	24824
18478	-5.41184e-05	51607	24796
18479	-5.41155e-05	50954	24788
18480	-5.41126e-05	48931	24832
18481	-5.41096e-05	52227	24768
18482	-5.41067e-05	51810	24756
18483	-5.41038e-05	50271	24808
18484	-5.41008e-05	51651	24792
18485	-5.40979e-05	49149	24852
18486	-5.4095e-05	50761	24836
18487	-5.40921e-05	51130	24808
18488	-5.40891e-05	50538	24844
18489	-5.40862e-05	52743	24804
18490	-5.40833e-05	50427	24864
18491	-5.40804e-05	53175	24768
18492	-5.40774e-05	50986	24844
18493	-5.40745e-05	52553	24788
18494	-5.40716e-05	52094	24832
18495	-5.40687e-05	50484	24820
18496	-5.40657e-05	51273	24788
18497	-5.40628e-05	49866	24856
18498	-5.40599e-05	50275	24832
18499	-5.4057e-05	52447	24812
18500	-5.40541e-05	49962	24848
18501	-5.40511e-05	51153	24824
18502	-5.40482e-05	50433	24876
18503	-5.40453e-05	50672	24844
18504	-5.40424e-05	52055	24832
18505	-5.40394e-05	51098	24800
18506	-5.40365e-05	51071	24820
18507	-5.40336e-05	50834	24888
18508	-5.40307e-05	52271	24808
18509	-5.40278e-05	51500	24836
18510	-5.40249e-05	49534	24844
18511	-5.40219e-05	50519	24896
18512	-5.4019e-05	51513	24844
18513	-5.40161e-05	52617	24804
18514	-5.40132e-05	50832	24848
18515	-5.40103e-05	51193	24848
18516	-5.40073e-05	51317	24836
18517	-5.40044e-05	50680	24912
18518	-5.40015e-05	51570	24840
18519	-5.39986e-05	50805	24884
18520	-5.39957e-05	50798	24884
18521	-5.39928e-05	51799	24848
18522	-5.39898e-05	53668	24832
18523	-5.39869e-05	51151	24876
18524	-5.3984e-05	51449	24904
18525	-5.39811e-05	52073	24824
18526	-5.39782e-05	51154	24868
18527	-5.39753e-05	52091	24852
18528	-5.39724e-05	49792	24904
18529	-5.39695e-05	51084	24876
18530	-5.39665e-05	51062	24836
18531	-5.39636e-05	50616	24888
18532	-5.39607e-05	51716	24848
18533	-5.39578e-05	52332	24852
18534	-5.39549e-05	52266	24844
18535	-5.3952e-05	50008	24896
18536	-5.39491e-05	50426	24940
18537	-5.39462e-05	52427	24868
18538	-5.39433e-05	52706	24864
18539	-5.39403e-05	52446	24840
18540	-5.39374e-05	50180	24916
18541	-5.39345e-05	49897	24952
18542	-5.39316e-05	51415	24856
18543	-5.39287e-05	52039	24884
18544	-5.39258e-05	52411	24884
18545	-5.39229e-05	49950	24936
18546	-5.392e-05	52725	24824
18547	-5.39171e-05	51637	24892
18548	-5.39142e-05	51081	24944
18549	-5.39113e-05	51426	24888
18550	-5.39084e-05	51211	24884
18551	-5.39054e-05	51686	24868
18552	-5.39025e-05	51352	24904
18553	-5.38996e-05	49926	24972
18554	-5.38967e-05	53206	24868
18555	-5.38938e-05	51524	24856
18556	-5.38909e-05	51768	24864
18557	-5.3888e-05	50816	24932
18558	-5.38851e-05	49448	24992
18559	-5.38822e-05	51047	24896
18560	-5.38793e-05	49875	24932
18561	-5.38764e-05	52787	24900
18562	-5.38735e-05	51859	24928
18563	-5.38706e-05	52822	24856
18564	-5.38677e-05	51991	24900
18565	-5.38648e-05	50900	24936
18566	-5.38619e-05	50605	24936
18567	-5.3859e-05	52460	24884
18568	-5.38561e-05	52768	24884
18569	-5.38532e-05	51454	24936
18570	-5.38503e-05	50841	24956
18571	-5.38474e-05	52301	24900
18572	-5.38445e-05	51742	24936
18573	-5.38416e-05	51001	24920
18574	-5.38387e-05	51729	24932
18575	-5.38358e-05	52334	24916
18576	-5.38329e-05	51528	24920
18577	-5.383e-05	50845	24948
18578	-5.38271e-05	50559	24940
18579	-5.38242e-05	49888	24984
18580	-5.38213e-05	52007	24856
18581	-5.38184e-05	50763	24948
18582	-5.38155e-05	50679	24984
18583	-5.38126e-05	50198	24976
18584	-5.38097e-05	50929	24956
18585	-5.38068e-05	52999	24924
18586	-5.38039e-05	51857	24936
18587	-5.3801e-05	51226	24980
18588	-5.37981e-05	52138	24916
18589	-5.37953e-05	50632	24968
18590	-5.37924e-05	50903	24928
18591	-5.37895e-05	50508	25004
18592	-5.37866e-05	51850	24948
18593	-5.37837e-05	53086	24928
18594	-5.37808e-05	51261	24980
18595	-5.37779e-05	51500	24940
18596	-5.3775e-05	50323	25008
18597	-5.37721e-05	51878	24920
18598	-5.37692e-05	53959	24940
18599	-5.37663e-05	49800	25000
18600	-5.37634e-05	50856	24968
18601	-5.37606e-05	51089	24980
18602	-5.37577e-05	51806	24932
18603	-5.37548e-05	52638	24976
18604	-5.37519e-05	52727	24928
18605	-5.3749e-05	51287	24924
18606	-5.37461e-05	50590	24984
18607	-5.37432e-05	51855	24968
18608	-5.37403e-05	51986	25012
18609	-5.37374e-05	50788	24996
18610	-5.37346e-05	50941	24968
18611	-5.37317e-05	50819	24996
18612	-5.37288e-05	50983	24980
18613	-5.37259e-05	51496	25016
18614	-5.3723e-05	51911	24944
18615	-5.37201e-05	50316	24988
18616	-5.37172e-05	50240	25048
18617	-5.37143e-05	51446	25016
18618	-5.37115e-05	52726	24996
18619	-5.37086e-05	52438	24972
18620	-5.37057e-05	50876	25000
18621	-5.37028e-05	51443	24992
18622	-5.36999e-05	51611	24996
18623	-5.3697e-05	51982	24992
18624	-5.36942e-05	51381	24984
18625	-5.36913e-05	49564	25028
18626	-5.36884e-05	52695	24964
18627	-5.36855e-05	51488	24984
18628	-5.36826e-05	50469	25044
18629	-5.36797e-05	51078	25004
18630	-5.36769e-05	50068	25048
18631	-5.3674e-05	53198	24952
18632	-5.36711e-05	50981	25012
18633	-5.36682e-05	52876	24724
18634	-5.36653e-05	50116	24768
18635	-5.36625e-05	52615	24724
18636	-5.36596e-05	52117	24692
18637	-5.36567e-05	51416	24752
18638	-5.36538e-05	51344	24728
18639	-5.36509e-05	51146	24724
18640	-5.36481e-05	49108	24776
18641	-5.36452e-05	50702	24720
18642	-5.36423e-05	50322	24796
18643	-5.36394e-05	52657	24668
18644	-5.36366e-05	52188	24744
18645	-5.36337e-05	51881	24704
18646	-5.36308e-05	50216	24764
18647	-5.36279e-05	49730	24824
18648	-5.36251e-05	51734	24704
18649	-5.36222e-05	50744	24788
18650	-5.36193e-05	51084	24740
18651	-5.36164e-05	51135	24776
18652	-5.36136e-05	50984	24772
18653	-5.36107e-05	52636	24772
18654	-5.36078e-05	50600	24784
18655	-5.36049e-05	50013	24744
18656	-5.36021e-05	52088	24732
18657	-5.35992e-05	51781	24800
18658	-5.35963e-05	51280	24792
18659	-5.35934e-05	49707	24836
18660	-5.35906e-05	52913	24708
18661	-5.35877e-05	51726	24744
18662	-5.35848e-05	51816	24752
18663	-5.3582e-05	51014	24780
18664	-5.35791e-05	49674	24824
18665	-5.35762e-05	51058	24752
18666	-5.35733e-05	52084	24788
18667	-5.35705e-05	51716	24764
18668	-5.35676e-05	51655	24800
18669	-5.35647e-05	52071	24780
18670	-5.35619e-05	50900	24772
18671	-5.3559e-05	50910	24824
18672	-5.35561e-05	51383	24800
18673	-5.35533e-05	52133	24764
18674	-5.35504e-05	52543	24724
18675	-5.35475e-05	50435	24784
18676	-5.35447e-05	51248	24836
18677	-5.35418e-05	52075	24772
18678	-5.35389e-05	51103	24768
18679	-5.35361e-05	52179	24752
18680	-5.35332e-05	50102	24804
18681	-5.35303e-05	51640	24864
18682	-5.35275e-05	51508	24792
18683	-5.35246e-05	51031	24852
18684	-5.35217e-05	51854	24788
18685	-5.35189e-05	49214	24816
18686	-5.3516e-05	52261	24812
18687	-5.35131e-05	50383	24804
18688	-5.35103e-05	50187	24856
18689	-5.35074e-05	51094	24824
18690	-5.35045e-05	50363	24836
18691	-5.35017e-05	52673	24764
18692	-5.34988e-05	50999	24816
18693	-5.3496e-05	50135	24876
18694	-5.34931e-05	52879	24772
18695	-5.34902e-05	50259	24832
18696	-5.34874e-05	51423	24800
18697	-5.34845e-05	51916	24844
18698	-5.34817e-05	50188	24880
18699	-5.34788e-05	51985	24800
18700	-5.34759e-05	49230	24836
18701	-5.34731e-05	51299	24836
18702	-5.34702e-05	50696	24856
18703	-5.34674e-05	53006	24784
18704	-5.34645e-05	52934	24804
18705	-5.34616e-05	49539	24864
18706	-5.34588e-05	51177	24864
18707	-5.34559e-05	52685	24820
18708	-5.34531e-05	52152	24812
18709	-5.34502e-05	51549	24800
18710	-5.34474e-05	50156	24876
18711	-5.34445e-05	51360	24796
18712	-5.34416e-05	51599	24840
18713	-5.34388e-05	51126	24848
18714	-5.34359e-05	50839	24876
18715	-5.34331e-05	51906	24764
18716	-5.34302e-05	52504	24808
18717	-5.34274e-05	52522	24860
18718	-5.34245e-05	51886	24852
18719	-5.34217e-05	50759	24896
18720	-5.34188e-05	50991	24816
18721	-5.3416e-05	50945	24844
18722	-5.34131e-05	51058	24864
18723	-5.34102e-05	50575	24888
18724	-5.34074e-05	51555	24828
18725	-5.34045e-05	51310	24828
18726	-5.34017e-05	50922	24888
18727	-5.33988e-05	50323	24932
18728	-5.3396e-05	52481	24828
18729	-5.33931e-05	52203	24864
18730	-5.33903e-05	51325	24864
18731	-5.33874e-05	50612	24908
18732	-5.33846e-05	53746	24804
18733	-5.33817e-05	51541	24864
18734	-5.33789e-05	51476	24868
18735	-5.3376e-05	51781	24836
18736	-5.33732e-05	50652	24920
18737	-5.33703e-05	52224	24832
18738	-5.33675e-05	50357	24892
18739	-5.33646e-05	50177	24936
18740	-5.33618e-05	51009	24872
18741	-5.33589e-05	51714	24876
18742	-5.33561e-05	51530	24836
18743	-5.33533e-05	51032	24904
18744	-5.33504e-05	52548	24872
18745	-5.33476e-05	52379	24844
18746	-5.33447e-05	51638	24872
18747	-5.33419e-05	51647	24864
18748	-5.3339e-05	50396	24924
18749	-5.33362e-05	53284	24820
18750	-5.33333e-05	51882	24872
18751	-5.33305e-05	50511	24940
18752	-5.33276e-05	51706	24884
18753	-5.33248e-05	50283	24960
18754	-5.3322e-05	53193	24864
18755	-5.33191e-05	50681	24884
18756	-5.33163e-05	50501	24960
18757	-5.33134e-05	51885	24912
18758	-5.33106e-05	51835	24908
18759	-5.33077e-05	50347	24868
18760	-5.33049e-05	50315	24904
18761	-5.33021e-05	52521	24912
18762	-5.32992e-05	52538	24892
18763	-5.32964e-05	50298	24960
18764	-5.32935e-05	51521	24928
18765	-5.32907e-05	51248	24916
18766	-5.32879e-05	53357	24844
18767	-5.3285e-05	52203	24904
18768	-5.32822e-05	50199	24956
18769	-5.32793e-05	51592	24940
18770	-5.32765e-05	48487	24960
18771	-5.32737e-05	52336	24888
18772	-5.32708e-05	51552	24924
18773	-5.3268e-05	52038	24884
18774	-5.32652e-05	51412	24960
18775	-5.32623e-05	50903	24900
18776	-5.32595e-05	51493	24940
18777	-5.32566e-05	52406	24928
18778	-5.32538e-05	52452	24920
18779	-5.3251e-05	52307	24900
18780	-5.32481e-05	51281	24944
18781	-5.32453e-05	51736	24936
18782	-5.32425e-05	50904	24972
18783	-5.32396e-05	53747	24860
18784	-5.32368e-05	51012	24920
18785	-5.3234e-05	51757	24904
18786	-5.32311e-05	51042	24964
18787	-5.32283e-05	53056	24944
18788	-5.32255e-05	51757	24920
18789	-5.32226e-05	52492	24956
18790	-5.32198e-05	52212	24900
18791	-5.3217e-05	50877	24984
18792	-5.32141e-05	51189	24948
18793	-5.32113e-05	52316	24916
18794	-5.32085e-05	50905	25024
18795	-5.32056e-05	51688	24920
18796	-5.32028e-05	52505	24948
18797	-5.32e-05	51003	24960
18798	-5.31971e-05	51741	24936
18799	-5.31943e-05	50696	25012
18800	-5.31915e-05	51817	24908
18801	-5.31887e-05	51775	24992
18802	-5.31858e-05	52326	24928
18803	-5.3183e-05	52125	24972
18804	-5.31802e-05	51886	24976
18805	-5.31773e-05	52425	24904
18806	-5.31745e-05	50890	24988
18807	-5.31717e-05	51233	24956
18808	-5.31689e-05	51990	24976
18809	-5.3166e-05	52353	24988
18810	-5.31632e-05	51384	24948
18811	-5.31604e-05	52049	25000
18812	-5.31576e-05	51016	25008
18813	-5.31547e-05	51861	24980
18814	-5.31519e-05	53329	24916
18815	-5.31491e-05	51663	24952
18816	-5.31463e-05	51715	24988
18817	-5.31434e-05	52859	24932
18818	-5.31406e-05	52364	24984
18819	-5.31378e-05	51565	24984
18820	-5.3135e-05	49633	24988
18821	-5.31321e-05	52407	24984
18822	-5.31293e-05	52220	24968
18823	-5.31265e-05	51125	24996
18824	-5.31237e-05	50722	25012
18825	-5.31208e-05	50177	25024
18826	-5.3118e-05	53601	24988
18827	-5.31152e-05	52252	24972
18828	-5.31124e-05	52007	25024
18829	-5.31096e-05	51975	25032
18830	-5.31067e-05	51381	24972
18831	-5.31039e-05	53541	24972
18832	-5.31011e-05	52004	24984
18833	-5.30983e-05	50713	25052
18834	-5.30955e-05	52289	24964
18835	-5.30926e-05	51657	25024
18836	-5.30898e-05	52044	24992
18837	-5.3087e-05	50341	25044
18838	-5.30842e-05	51968	25016
18839	-5.30814e-05	52075	24968
18840	-5.30786e-05	51310	25020
18841	-5.30757e-05	50952	24996
18842	-5.30729e-05	51375	25080
18843	-5.30701e-05	52787	24968
18844	-5.30673e-05	52236	25020
18845	-5.30645e-05	50947	25040
18846	-5.30617e-05	51897	25008
18847	-5.30588e-05	51924	25012
18848	-5.3056e-05	52127	24980
18849	-5.30532e-05	51783	25040
18850	-5.30504e-05	49149	25076
18851	-5.30476e-05	53022	24972
18852	-5.30448e-05	51639	25032
18853	-5.3042e-05	52229	25024
18854	-5.30391e-05	51446	25052
18855	-5.30363e-05	51514	25032
18856	-5.30335e-05	52698	25016
18857	-5.30307e-05	51209	25036
18858	-5.30279e-05	52914	25028
18859	-5.30251e-05	52706	25016
18860	-5.30223e-05	51292	24992
18861	-5.30195e-05	51628	25044
18862	-5.30166e-05	51085	25112
18863	-5.30138e-05	52508	25040
18864	-5.3011e-05	52390	25020
18865	-5.30082e-05	51764	25004
18866	-5.30054e-05	51060	25056
18867	-5.30026e-05	49607	25124
18868	-5.29998e-05	51905	25020
18869	-5.2997e-05	52618	25040
18870	-5.29942e-05	51255	25008
18871	-5.29914e-05	51726	25076
18872	-5.29886e-05	53332	25020
18873	-5.29857e-05	51080	25040
18874	-5.29829e-05	51770	25084
18875	-5.29801e-05	51027	25084
18876	-5.29773e-05	54130	25024
18877	-5.29745e-05	52819	25040
18878	-5.29717e-05	51210	25060
18879	-5.29689e-05	51528	25096
18880	-5.29661e-05	49696	25072
18881	-5.29633e-05	51512	25060
18882	-5.29605e-05	53781	25020
18883	-5.29577e-05	50918	25080
18884	-5.29549e-05	51754	25056
18885	-5.29521e-05	50712	25052
18886	-5.29493e-05	52136	25104
18887	-5.29465e-05	52824	25056
18888	-5.29437e-05	51896	25100
18889	-5.29409e-05	52842	25004
18890	-5.29381e-05	50889	25064
18891	-5.29353e-05	51393	25108
18892	-5.29325e-05	51806	25092
18893	-5.29297e-05	52010	25088
18894	-5.29269e-05	53728	25040
18895	-5.29241e-05	51124	25084
18896	-5.29213e-05	51472	25128
18897	-5.29185e-05	52143	25104
18898	-5.29157e-05	51727	25092
18899	-5.29129e-05	53096	25084
18900	-5.29101e-05	51249	25104
18901	-5.29073e-05	52121	25080
18902	-5.29045e-05	52793	25060
18903	-5.29017e-05	51419	25120
18904	-5.28989e-05	51788	25080
18905	-5.28961e-05	49932	25132
18906	-5.28933e-05	53522	25036
18907	-5.28905e-05	52910	25072
18908	-5.28877e-05	51925	25148
18909	-5.28849e-05	52357	25116
18910	-5.28821e-05	51498	25112
18911	-5.28793e-05	52613	25072
18912	-5.28765e-05	52125	25124
18913	-5.28737e-05	52470	25084
18914	-5.28709e-05	51615	25120
18915	-5.28681e-05	50422	25084
18916	-5.28653e-05	51442	25092
18917	-5.28625e-05	51098	25136
18918	-5.28597e-05	51230	25144
18919	-5.28569e-05	52805	25092
18920	-5.28541e-05	50966	25096
18921	-5.28513e-05	51830	25128
18922	-5.28485e-05	52011	25156
18923	-5.28457e-05	53513	25092
18924	-5.2843e-05	51051	25144
18925	-5.28402e-05	51505	25140
18926	-5.28374e-05	52566	25148
18927	-5.28346e-05	53189	25096
18928	-5.28318e-05	51868	25096
18929	-5.2829e-05	51812	25132
18930	-5.28262e-05	52672	25116
18931	-5.28234e-05	53041	25096
18932	-5.28206e-05	52006	25148
18933	-5.28178e-05	51753	25132
18934	-5.2815e-05	51135	25168
18935	-5.28123e-05	52526	25128
18936	-5.28095e-05	52029	25132
18937	-5.28067e-05	51711	25152
18938	-5.28039e-05	50904	25128
18939	-5.28011e-05	51376	25172
18940	-5.27983e-05	53876	25084
18941	-5.27955e-05	51879	25152
18942	-5.27927e-05	52065	25144
18943	-5.27899e-05	51520	25164
18944	-5.27872e-05	52626	25144
18945	-5.27844e-05	52639	25104
18946	-5.27816e-05	52117	25172
18947	-5.27788e-05	52919	25140
18948	-5.2776e-05	52357	25136
18949	-5.27732e-05	51338	25188
18950	-5.27704e-05	51835	25124
18951	-5.27677e-05	54056	25192
18952	-5.27649e-05	51824	25144
18953	-5.27621e-05	53456	25132
18954	-5.27593e-05	53366	25140
18955	-5.27565e-05	51612	25192
18956	-5.27537e-05	51822	25204
18957	-5.2751e-05	53142	25116
18958	-5.27482e-05	52774	25168
18959	-5.27454e-05	52468	25152
18960	-5.27426e-05	52119	25196
18961	-5.27398e-05	52146	25184
18962	-5.27371e-05	53607	25144
18963	-5.27343e-05	51817	25180
18964	-5.27315e-05	52234	25172
18965	-5.27287e-05	52650	25144
18966	-5.27259e-05	50523	25204
18967	-5.27232e-05	52141	25204
18968	-5.27204e-05	52250	25184
18969	-5.27176e-05	52506	25184
18970	-5.27148e-05	53174	25156
18971	-5.2712e-05	52673	25172
18972	-5.27093e-05	52472	25208
18973	-5.27065e-05	50696	25236
18974	-5.27037e-05	52844	25148
18975	-5.27009e-05	51740	25176
18976	-5.26981e-05	52615	25176
18977	-5.26954e-05	51906	25212
18978	-5.26926e-05	52365	25200
18979	-5.26898e-05	51679	25184
18980	-5.2687e-05	49722	25196
18981	-5.26843e-05	51444	25204
18982	-5.26815e-05	53845	25168
18983	-5.26787e-05	53406	25152
18984	-5.26759e-05	51218	25204
18985	-5.26732e-05	50915	25248
18986	-5.26704e-05	52691	25208
18987	-5.26676e-05	53227	25172
18988	-5.26648e-05	53695	25148
18989	-5.26621e-05	50596	25224
18990	-5.26593e-05	51038	25284
18991	-5.26565e-05	52781	25188
18992	-5.26537e-05	52079	25240
18993	-5.2651e-05	53274	25168
18994	-5.26482e-05	51651	25260
18995	-5.26454e-05	51822	25224
18996	-5.26427e-05	52422	25200
18997	-5.26399e-05	51700	25268
18998	-5.26371e-05	51659	25212
18999	-5.26343e-05	52876	25208
19000	-5.26316e-05	53632	25144
19001	-5.26288e-05	52703	25212
19002	-5.2626e-05	51312	25280
19003	-5.26233e-05	51857	25248
19004	-5.26205e-05	51797	25260
19005	-5.26177e-05	52409	25188
19006	-5.2615e-05	51973	25232
19007	-5.26122e-05	51105	25300
19008	-5.26094e-05	53227	25212
19009	-5.26067e-05	51448	25248
19010	-5.26039e-05	50911	25224
19011	-5.26011e-05	52523	25236
19012	-5.25984e-05	53899	25172
19013	-5.25956e-05	52071	25224
19014	-5.25928e-05	51546	25292
19015	-5.25901e-05	50878	25268
19016	-5.25873e-05	51568	25232
19017	-5.25845e-05	54212	25192
19018	-5.25818e-05	53647	25228
19019	-5.2579e-05	52202	25296
19020	-5.25762e-05	52627	25192
19021	-5.25735e-05	52312	25244
19022	-5.25707e-05	52552	25252
19023	-5.25679e-05	51902	25264
19024	-5.25652e-05	51582	25308
19025	-5.25624e-05	51980	25220
19026	-5.25597e-05	52413	25272
19027	-5.25569e-05	52178	25264
19028	-5.25541e-05	51672	25316
19029	-5.25514e-05	54263	25212
19030	-5.25486e-05	52221	25240
19031	-5.25458e-05	52091	25292
19032	-5.25431e-05	51604	25292
19033	-5.25403e-05	52749	25256
19034	-5.25376e-05	54126	25224
19035	-5.25348e-05	51934	25292
19036	-5.2532e-05	51937	25312
19037	-5.25293e-05	53512	25232
19038	-5.25265e-05	52402	25292
19039	-5.25238e-05	53437	25244
19040	-5.2521e-05	51242	25312
19041	-5.25183e-05	52695	25280
19042	-5.25155e-05	52427	25244
19043	-5.25127e-05	52150	25296
19044	-5.251e-05	53359	25264
19045	-5.25072e-05	49889	25332
19046	-5.25045e-05	52827	25244
19047	-5.25017e-05	51840	25296
19048	-5.2499e-05	51702	25316
19049	-5.24962e-05	53081	25268
19050	-5.24934e-05	53045	25272
19051	-5.24907e-05	53158	25248
19052	-5.24879e-05	51835	25316
19053	-5.24852e-05	52492	25284
19054	-5.24824e-05	53963	25248
19055	-5.24797e-05	51464	25300
19056	-5.24769e-05	52050	25276
19057	-5.24742e-05	52321	25320
19058	-5.24714e-05	52551	25312
19059	-5.24686e-05	53407	25284
19060	-5.24659e-05	51366	25312
19061	-5.24631e-05	52431	25296
19062	-5.24604e-05	51670	25332
19063	-5.24576e-05	52454	25276
19064	-5.24549e-05	51973	25312
19065	-5.24521e-05	51017	25356
19066	-5.24494e-05	51283	25332
19067	-5.24466e-05	54778	25288
19068	-5.24439e-05	54704	25288
19069	-5.24411e-05	53043	25324
19070	-5.24384e-05	52651	25308
19071	-5.24356e-05	53080	25288
19072	-5.24329e-05	52720	25348
19073	-5.24301e-05	52358	25300
19074	-5.24274e-05	52036	25336
19075	-5.24246e-05	51705	25320
19076	-5.24219e-05	52398	25316
19077	-5.24191e-05	51948	25352
19078	-5.24164e-05	51423	25360
19079	-5.24136e-05	52017	25356
19080	-5.24109e-05	51848	25292
19081	-5.24082e-05	52419	25328
19082	-5.24054e-05	54339	25296
19083	-5.24027e-05	52080	25356
19084	-5.23999e-05	51748	25328
19085	-5.23972e-05	52786	25312
19086	-5.23944e-05	51851	25340
19087	-5.23917e-05	53014	25332
19088	-5.23889e-05	52623	25304
19089	-5.23862e-05	52151	25364
19090	-5.23834e-05	51970	25348
19091	-5.23807e-05	52911	25360
19092	-5.2378e-05	54980	25280
19093	-5.23752e-05	52803	25348
19094	-5.23725e-05	52489	25376
19095	-5.23697e-05	52390	25344
19096	-5.2367e-05	51606	25436
19097	-5.23642e-05	51877	25292
19098	-5.23615e-05	52659	25352
19099	-5.23588e-05	53920	25320
19100	-5.2356e-05	52928	25364
19101	-5.23533e-05	53712	25368
19102	-5.23505e-05	52380	25344
19103	-5.23478e-05	51531	25420
19104	-5.23451e-05	53349	25348
19105	-5.23423e-05	52695	25336
19106	-5.23396e-05	51428	25380
19107	-5.23368e-05	52400	25356
19108	-5.23341e-05	50901	25416
19109	-5.23314e-05	53194	25320
19110	-5.23286e-05	52346	25332
19111	-5.23259e-05	53028	25340
19112	-5.23231e-05	51968	25376
19113	-5.23204e-05	50383	25460
19114	-5.23177e-05	54147	25348
19115	-5.23149e-05	52397	25376
19116	-5.23122e-05	53500	25352
19117	-5.23095e-05	52559	25388
19118	-5.23067e-05	53086	25384
19119	-5.2304e-05	52312	25368
19120	-5.23013e-05	50947	25396
19121	-5.22985e-05	52116	25404
19122	-5.22958e-05	54531	25344
19123	-5.22931e-05	54216	25336
19124	-5.22903e-05	52706	25380
19125	-5.22876e-05	50491	25416
19126	-5.22848e-05	53714	25384
19127	-5.22821e-05	51982	25404
19128	-5.22794e-05	52963	25364
19129	-5.22766e-05	52556	25408
19130	-5.22739e-05	51773	25420
19131	-5.22712e-05	53630	25380
19132	-5.22685e-05	51600	25400
19133	-5.22657e-05	53127	25392
19134	-5.2263e-05	51892	25404
19135	-5.22603e-05	51779	25392
19136	-5.22575e-05	53100	25408
19137	-5.22548e-05	51636	25452
19138	-5.22521e-05	52783	25412
19139	-5.22493e-05	53378	25392
19140	-5.22466e-05	54012	25368
19141	-5.22439e-05	52748	25396
19142	-5.22411e-05	52143	25448
19143	-5.22384e-05	53843	25352
19144	-5.22357e-05	51607	25428
19145	-5.2233e-05	51418	25388
19146	-5.22302e-05	51574	25480
19147	-5.22275e-05	52499	25468
19148	-5.22248e-05	54428	25348
19149	-5.2222e-05	52549	25448
19150	-5.22193e-05	52093	25400
19151	-5.22166e-05	52056	25484
19152	-5.22139e-05	53277	25372
19153	-5.22111e-05	54120	25400
19154	-5.22084e-05	51922	25452
19155	-5.22057e-05	51483	25420
19156	-5.2203e-05	52727	25424
19157	-5.22002e-05	52410	25392
19158	-5.21975e-05	53215	25444
19159	-5.21948e-05	51728	25464
19160	-5.21921e-05	53673	25392
19161	-5.21893e-05	51838	25452
19162	-5.21866e-05	52146	25428
19163	-5.21839e-05	53205	25464
19164	-5.21812e-05	53132	25460
19165	-5.21785e-05	53717	25388
19166	-5.21757e-05	53119	25464
19167	-5.2173e-05	53083	25448
19168	-5.21703e-05	52741	25484
19169	-5.21676e-05	52914	25404
19170	-5.21648e-05	51357	25440
19171	-5.21621e-05	53057	25460
19172	-5.21594e-05	53185	25444
19173	-5.21567e-05	53259	25440
19174	-5.2154e-05	52274	25424
19175	-5.21512e-05	50912	25460
19176	-5.21485e-05	52015	25512
19177	-5.21458e-05	53017	25448
19178	-5.21431e-05	51811	25460
19179	-5.21404e-05	53694	25428
19180	-5.21376e-05	51803	25464
19181	-5.21349e-05	55475	25392
19182	-5.21322e-05	53091	25444
19183	-5.21295e-05	52864	25504
19184	-5.21268e-05	52672	25472
19185	-5.21241e-05	50088	25492
19186	-5.21213e-05	53785	25428
19187	-5.21186e-05	52469	25464
19188	-5.21159e-05	52616	25516
19189	-5.21132e-05	52301	25500
19190	-5.21105e-05	52838	25456
19191	-5.21078e-05	53688	25424
19192	-5.2105e-05	51485	25476
19193	-5.21023e-05	52602	25476
19194	-5.20996e-05	52564	25472
19195	-5.20969e-05	52659	25500
19196	-5.20942e-05	53921	25452
19197	-5.20915e-05	52671	25520
19198	-5.20888e-05	54214	25416
19199	-5.2086e-05	53359	25500
19200	-5.20833e-05	51926	25512
19201	-5.20806e-05	52952	25504
19202	-5.20779e-05	51375	25532
19203	-5.20752e-05	52852	25436
19204	-5.20725e-05	54265	25488
19205	-5.20698e-05	51369	25524
19206	-5.20671e-05	52464	25516
19207	-5.20644e-05	52068	25512
19208	-5.20616e-05	53919	25472
