Radius	predicate	time	# Vertices
4598	-0.000217486	14587	7664
4599	-0.000217439	13905	7700
4600	-0.000217391	13750	7684
4601	-0.000217344	14575	7680
4602	-0.000217297	14467	7672
4603	-0.00021725	13669	7700
4604	-0.000217202	14433	7676
4605	-0.000217155	14328	7656
4606	-0.000217108	15075	7692
4607	-0.000217061	14434	7676
4608	-0.000217014	14040	7704
4609	-0.000216967	14744	7664
4610	-0.00021692	14169	7676
4611	-0.000216873	14000	7712
4612	-0.000216826	13879	7696
4613	-0.000216779	13782	7732
4614	-0.000216732	15436	7668
4615	-0.000216685	13560	7704
4616	-0.000216638	15447	7680
4617	-0.000216591	14536	7724
4618	-0.000216544	14476	7704
4619	-0.000216497	15281	7696
4620	-0.00021645	13895	7732
4621	-0.000216403	14075	7716
4622	-0.000216357	14551	7696
4623	-0.00021631	14186	7708
4624	-0.000216263	14833	7708
4625	-0.000216216	13011	7736
4626	-0.000216169	14975	7688
4627	-0.000216123	14292	7732
4628	-0.000216076	14268	7744
4629	-0.000216029	14711	7728
4630	-0.000215983	13998	7764
4631	-0.000215936	15101	7700
4632	-0.000215889	14435	7736
4633	-0.000215843	14331	7720
4634	-0.000215796	14157	7756
4635	-0.00021575	14244	7736
4636	-0.000215703	14526	7712
4637	-0.000215657	14295	7756
4638	-0.00021561	13981	7740
4639	-0.000215564	14659	7720
4640	-0.000215517	13575	7756
4641	-0.000215471	14345	7724
4642	-0.000215424	14325	7776
4643	-0.000215378	15272	7728
4644	-0.000215332	14541	7748
4645	-0.000215285	13848	7748
4646	-0.000215239	14143	7776
4647	-0.000215193	15098	7748
4648	-0.000215146	15145	7732
4649	-0.0002151	14682	7760
4650	-0.000215054	14123	7752
4651	-0.000215008	13829	7780
4652	-0.000214961	14660	7776
4653	-0.000214915	14860	7752
4654	-0.000214869	14236	7772
4655	-0.000214823	14147	7756
4656	-0.000214777	14883	7760
4657	-0.000214731	14373	7780
4658	-0.000214684	14184	7772
4659	-0.000214638	14660	7792
4660	-0.000214592	14364	7752
4661	-0.000214546	14822	7780
4662	-0.0002145	14737	7756
4663	-0.000214454	14401	7792
4664	-0.000214408	14903	7772
4665	-0.000214362	14779	7764
4666	-0.000214316	14815	7792
4667	-0.00021427	15139	7776
4668	-0.000214225	13772	7812
4669	-0.000214179	14377	7808
4670	-0.000214133	13827	7800
4671	-0.000214087	14032	7820
4672	-0.000214041	14795	7780
4673	-0.000213995	14534	7776
4674	-0.00021395	15245	7776
4675	-0.000213904	13317	7812
4676	-0.000213858	14398	7840
4677	-0.000213812	15419	7784
4678	-0.000213767	14876	7812
4679	-0.000213721	15811	7788
4680	-0.000213675	13744	7816
4681	-0.00021363	14734	7812
4682	-0.000213584	14862	7796
4683	-0.000213538	14007	7832
4684	-0.000213493	15019	7808
4685	-0.000213447	14258	7828
4686	-0.000213402	15195	7780
4687	-0.000213356	14498	7816
4688	-0.000213311	13921	7844
4689	-0.000213265	14835	7836
4690	-0.00021322	15157	7800
4691	-0.000213174	15033	7800
4692	-0.000213129	14889	7844
4693	-0.000213083	13838	7872
4694	-0.000213038	14787	7816
4695	-0.000212993	14588	7852
4696	-0.000212947	15154	7812
4697	-0.000212902	14808	7848
4698	-0.000212857	14379	7836
4699	-0.000212811	14563	7828
4700	-0.000212766	14420	7856
4701	-0.000212721	14604	7848
4702	-0.000212675	14865	7868
4703	-0.00021263	14841	7812
4704	-0.000212585	14623	7832
4705	-0.00021254	13910	7860
4706	-0.000212495	14340	7860
4707	-0.00021245	14760	7856
4708	-0.000212404	15324	7832
4709	-0.000212359	14358	7860
4710	-0.000212314	14196	7896
4711	-0.000212269	14700	7840
4712	-0.000212224	14420	7860
4713	-0.000212179	14856	7868
4714	-0.000212134	14433	7888
4715	-0.000212089	15772	7824
4716	-0.000212044	14857	7852
4717	-0.000211999	14238	7888
4718	-0.000211954	14362	7880
4719	-0.000211909	14905	7868
4720	-0.000211864	15221	7852
4721	-0.00021182	14833	7872
4722	-0.000211775	13995	7892
4723	-0.00021173	14885	7884
4724	-0.000211685	14756	7888
4725	-0.00021164	14750	7872
4726	-0.000211595	14327	7908
4727	-0.000211551	14261	7920
4728	-0.000211506	15770	7856
4729	-0.000211461	14678	7892
4730	-0.000211416	14553	7876
4731	-0.000211372	14607	7920
4732	-0.000211327	14841	7856
4733	-0.000211282	14929	7876
4734	-0.000211238	14515	7920
4735	-0.000211193	14186	7896
4736	-0.000211149	15009	7884
4737	-0.000211104	15268	7868
4738	-0.00021106	15066	7912
4739	-0.000211015	14814	7940
4740	-0.00021097	14495	7916
4741	-0.000210926	15032	7912
4742	-0.000210881	15227	7904
4743	-0.000210837	14943	7932
4744	-0.000210793	15357	7916
4745	-0.000210748	13958	7888
4746	-0.000210704	14533	7924
4747	-0.000210659	15044	7916
4748	-0.000210615	14736	7936
4749	-0.000210571	15560	7896
4750	-0.000210526	14468	7916
4751	-0.000210482	13985	7960
4752	-0.000210438	14834	7936
4753	-0.000210393	15440	7908
4754	-0.000210349	15055	7900
4755	-0.000210305	14387	7936
4756	-0.000210261	14363	7972
4757	-0.000210217	14687	7964
4758	-0.000210172	15193	7928
4759	-0.000210128	14831	7928
4760	-0.000210084	14273	7964
4761	-0.00021004	15550	7932
4762	-0.000209996	14891	7936
4763	-0.000209952	14728	7964
4764	-0.000209908	14815	7940
4765	-0.000209864	14135	7976
4766	-0.00020982	15557	7920
4767	-0.000209776	15061	7956
4768	-0.000209732	14487	7984
4769	-0.000209688	14346	7960
4770	-0.000209644	15067	7948
4771	-0.0002096	15633	7932
4772	-0.000209556	14668	7968
4773	-0.000209512	15566	7952
4774	-0.000209468	14431	7996
4775	-0.000209424	14408	7984
4776	-0.00020938	15192	7944
4777	-0.000209336	14706	7980
4778	-0.000209293	15416	7964
4779	-0.000209249	15059	7960
4780	-0.000209205	14142	7988
4781	-0.000209161	14826	7980
4782	-0.000209118	13979	7992
4783	-0.000209074	15568	7944
4784	-0.00020903	14487	7980
4785	-0.000208986	15446	7956
4786	-0.000208943	14928	7992
4787	-0.000208899	15149	7988
4788	-0.000208855	15798	7988
4789	-0.000208812	15054	8000
4790	-0.000208768	14966	7984
4791	-0.000208725	15609	7980
4792	-0.000208681	14598	8016
4793	-0.000208638	15246	7992
4794	-0.000208594	14857	8020
4795	-0.000208551	14577	7996
4796	-0.000208507	15144	7984
4797	-0.000208464	14448	8020
4798	-0.00020842	15022	8004
4799	-0.000208377	14933	8040
4800	-0.000208333	14613	7984
4801	-0.00020829	15648	7996
4802	-0.000208247	15196	7988
4803	-0.000208203	14645	7888
4804	-0.00020816	15068	7884
4805	-0.000208117	14360	7860
4806	-0.000208073	14495	7904
4807	-0.00020803	14722	7880
4808	-0.000207987	15145	7860
4809	-0.000207943	15605	7904
4810	-0.0002079	14009	7880
4811	-0.000207857	14567	7916
4812	-0.000207814	14181	7908
4813	-0.000207771	15056	7880
4814	-0.000207727	15391	7864
4815	-0.000207684	14376	7900
4816	-0.000207641	14042	7936
4817	-0.000207598	14494	7888
4818	-0.000207555	14555	7908
4819	-0.000207512	15651	7876
4820	-0.000207469	14725	7928
4821	-0.000207426	15013	7908
4822	-0.000207383	14757	7900
4823	-0.00020734	14107	7928
4824	-0.000207297	14839	7912
4825	-0.000207254	14189	7916
4826	-0.000207211	14801	7920
4827	-0.000207168	15014	7912
4828	-0.000207125	14229	7940
4829	-0.000207082	14533	7916
4830	-0.000207039	14438	7920
4831	-0.000206996	14772	7904
4832	-0.000206954	14903	7916
4833	-0.000206911	13960	7968
4834	-0.000206868	15242	7904
4835	-0.000206825	14716	7948
4836	-0.000206782	14859	7924
4837	-0.00020674	14686	7952
4838	-0.000206697	15416	7948
4839	-0.000206654	15044	7924
4840	-0.000206612	14166	7960
4841	-0.000206569	14699	7944
4842	-0.000206526	15462	7932
4843	-0.000206484	15276	7916
4844	-0.000206441	14828	7928
4845	-0.000206398	13984	7980
4846	-0.000206356	14461	7956
4847	-0.000206313	14476	7944
4848	-0.000206271	14877	7928
4849	-0.000206228	14134	7964
4850	-0.000206186	14207	7984
4851	-0.000206143	15362	7928
4852	-0.000206101	14841	7964
4853	-0.000206058	15140	7956
4854	-0.000206016	14127	7976
4855	-0.000205973	15092	7928
4856	-0.000205931	15360	7948
4857	-0.000205888	14491	7984
4858	-0.000205846	15468	7968
4859	-0.000205804	15719	7964
4860	-0.000205761	14951	7948
4861	-0.000205719	14912	7984
4862	-0.000205677	14206	8004
4863	-0.000205634	14616	7988
4864	-0.000205592	14757	7976
4865	-0.00020555	14767	7952
4866	-0.000205508	14787	7996
4867	-0.000205465	14506	8024
4868	-0.000205423	15165	7976
4869	-0.000205381	15048	7996
4870	-0.000205339	15192	7972
4871	-0.000205297	14647	8016
4872	-0.000205255	15692	7960
4873	-0.000205212	14497	7988
4874	-0.00020517	14835	8024
4875	-0.000205128	14529	7976
4876	-0.000205086	15128	7980
4877	-0.000205044	15496	7972
4878	-0.000205002	14609	8000
4879	-0.00020496	14427	8036
4880	-0.000204918	14881	7972
4881	-0.000204876	14524	8008
4882	-0.000204834	15544	7984
4883	-0.000204792	14976	8020
4884	-0.00020475	15532	8012
4885	-0.000204708	15418	8008
4886	-0.000204666	14370	8036
4887	-0.000204625	15154	8004
4888	-0.000204583	14548	8048
4889	-0.000204541	15456	7984
4890	-0.000204499	14928	8020
4891	-0.000204457	14544	8056
4892	-0.000204415	15089	8032
4893	-0.000204374	14706	8012
4894	-0.000204332	15097	7988
4895	-0.00020429	14621	8032
4896	-0.000204248	14105	8068
4897	-0.000204207	15614	8004
4898	-0.000204165	14551	8048
4899	-0.000204123	15069	8024
4900	-0.000204082	15161	8044
4901	-0.00020404	13796	8028
4902	-0.000203998	15551	8024
4903	-0.000203957	15177	8060
4904	-0.000203915	14280	8044
4905	-0.000203874	13801	8080
4906	-0.000203832	15487	8016
4907	-0.000203791	15263	8044
4908	-0.000203749	14932	8072
4909	-0.000203707	14674	8064
4910	-0.000203666	14861	8052
4911	-0.000203625	14946	8044
4912	-0.000203583	14813	8056
4913	-0.000203542	15276	8040
4914	-0.0002035	14928	8036
4915	-0.000203459	15120	8064
4916	-0.000203417	15124	8064
4917	-0.000203376	14519	8092
4918	-0.000203335	15785	8060
4919	-0.000203293	15108	8048
4920	-0.000203252	15172	8092
4921	-0.000203211	14874	8076
4922	-0.000203169	14317	8104
4923	-0.000203128	15503	8040
4924	-0.000203087	15165	8068
4925	-0.000203046	14431	8044
4926	-0.000203004	14649	8088
4927	-0.000202963	15075	8076
4928	-0.000202922	14998	8060
4929	-0.000202881	14353	8104
4930	-0.00020284	14340	8064
4931	-0.000202799	15749	8068
4932	-0.000202758	15340	8096
4933	-0.000202716	15674	8080
4934	-0.000202675	14973	8132
4935	-0.000202634	14575	8100
4936	-0.000202593	15790	8080
4937	-0.000202552	14910	8124
4938	-0.000202511	14990	8100
4939	-0.00020247	15197	8136
4940	-0.000202429	14987	8064
4941	-0.000202388	15276	8108
4942	-0.000202347	15461	8100
4943	-0.000202306	15180	8104
4944	-0.000202265	15219	8108
4945	-0.000202224	14937	8092
4946	-0.000202184	14728	8120
4947	-0.000202143	14864	8104
4948	-0.000202102	15335	8092
4949	-0.000202061	15478	8128
4950	-0.00020202	15202	8112
4951	-0.000201979	14854	8132
4952	-0.000201939	15840	8092
4953	-0.000201898	15056	8128
4954	-0.000201857	14778	8112
4955	-0.000201816	15041	8132
4956	-0.000201776	15239	8152
4957	-0.000201735	15825	8104
4958	-0.000201694	14812	8132
4959	-0.000201654	15207	8124
4960	-0.000201613	14369	8160
4961	-0.000201572	15418	8132
4962	-0.000201532	15207	8116
4963	-0.000201491	14977	8160
4964	-0.00020145	15225	8144
4965	-0.00020141	15180	8132
4966	-0.000201369	15015	8168
4967	-0.000201329	15591	8136
4968	-0.000201288	15288	8172
4969	-0.000201248	15442	8116
4970	-0.000201207	14986	8152
4971	-0.000201167	15484	8136
4972	-0.000201126	15078	8164
4973	-0.000201086	15131	8176
4974	-0.000201045	16128	8120
4975	-0.000201005	14549	8156
4976	-0.000200965	14985	8140
4977	-0.000200924	14881	8192
4978	-0.000200884	14735	8180
4979	-0.000200844	15442	8156
4980	-0.000200803	15556	8184
4981	-0.000200763	15308	8168
4982	-0.000200723	15405	8164
4983	-0.000200682	15808	8140
4984	-0.000200642	15585	8184
4985	-0.000200602	14990	8220
4986	-0.000200562	16035	8140
4987	-0.000200521	14667	8176
4988	-0.000200481	15548	8160
4989	-0.000200441	15589	8188
4990	-0.000200401	14707	8224
4991	-0.000200361	15757	8176
4992	-0.000200321	15045	8188
4993	-0.00020028	15251	8172
4994	-0.00020024	15467	8200
4995	-0.0002002	14696	8204
4996	-0.00020016	15989	8188
4997	-0.00020012	15550	8224
4998	-0.00020008	15549	8184
4999	-0.00020004	15929	8188
5000	-0.0002	15143	8164
5001	-0.00019996	15907	8208
5002	-0.00019992	14994	8252
5003	-0.00019988	15594	8188
5004	-0.00019984	16704	8200
5005	-0.0001998	14877	8176
5006	-0.00019976	16034	8220
5007	-0.00019972	14942	8264
5008	-0.000199681	15434	8192
5009	-0.000199641	15438	8236
5010	-0.000199601	16096	8212
5011	-0.000199561	15603	8232
5012	-0.000199521	16684	8176
5013	-0.000199481	15760	8212
5014	-0.000199442	15584	8248
5015	-0.000199402	15458	8240
5016	-0.000199362	16228	8228
5017	-0.000199322	16223	8196
5018	-0.000199283	15264	8232
5019	-0.000199243	15210	8260
5020	-0.000199203	16060	8220
5021	-0.000199164	15772	8232
5022	-0.000199124	16388	8216
5023	-0.000199084	15418	8244
5024	-0.000199045	16540	8180
5025	-0.000199005	15491	8224
5026	-0.000198965	15315	8260
5027	-0.000198926	16003	8244
5028	-0.000198886	15456	8296
5029	-0.000198847	16910	8200
5030	-0.000198807	15871	8244
5031	-0.000198768	15802	8280
5032	-0.000198728	15757	8256
5033	-0.000198689	15784	8260
5034	-0.000198649	16277	8244
5035	-0.00019861	15204	8264
5036	-0.00019857	15203	8300
5037	-0.000198531	16514	8228
5038	-0.000198491	15899	8272
5039	-0.000198452	16066	8248
5040	-0.000198413	15140	8284
5041	-0.000198373	17330	8220
5042	-0.000198334	16231	8248
5043	-0.000198295	15345	8284
5044	-0.000198255	15703	8268
5045	-0.000198216	15615	8304
5046	-0.000198177	16036	8248
5047	-0.000198138	16117	8260
5048	-0.000198098	15308	8296
5049	-0.000198059	15643	8288
5050	-0.00019802	15861	8284
5051	-0.000197981	16185	8268
5052	-0.000197941	15669	8304
5053	-0.000197902	16240	8288
5054	-0.000197863	16583	8260
5055	-0.000197824	15913	8288
5056	-0.000197785	16273	8280
5057	-0.000197746	15586	8308
5058	-0.000197707	16459	8260
5059	-0.000197668	15777	8296
5060	-0.000197628	15762	8316
5061	-0.000197589	16312	8300
5062	-0.00019755	15849	8328
5063	-0.000197511	16869	8280
5064	-0.000197472	15871	8316
5065	-0.000197433	14787	8336
5066	-0.000197394	16525	8320
5067	-0.000197355	16082	8308
5068	-0.000197316	16255	8292
5069	-0.000197278	15775	8320
5070	-0.000197239	15038	8296
5071	-0.0001972	16120	8300
5072	-0.000197161	15927	8320
5073	-0.000197122	15540	8296
5074	-0.000197083	15722	8348
5075	-0.000197044	16475	8284
5076	-0.000197006	16037	8328
5077	-0.000196967	16039	8364
5078	-0.000196928	16126	8324
5079	-0.000196889	15857	8360
5080	-0.00019685	16948	8304
5081	-0.000196812	16242	8340
5082	-0.000196773	16266	8324
5083	-0.000196734	15683	8352
5084	-0.000196696	16340	8340
5085	-0.000196657	15616	8324
5086	-0.000196618	15492	8344
5087	-0.00019658	16142	8328
5088	-0.000196541	16628	8332
5089	-0.000196502	15475	8360
5090	-0.000196464	15352	8344
5091	-0.000196425	15393	8372
5092	-0.000196386	16913	8316
5093	-0.000196348	16861	8352
5094	-0.000196309	16897	8320
5095	-0.000196271	16019	8364
5096	-0.000196232	16377	8360
5097	-0.000196194	16692	8320
5098	-0.000196155	16522	8372
5099	-0.000196117	16454	8356
5100	-0.000196078	14878	8384
5101	-0.00019604	15744	8388
5102	-0.000196002	16401	8356
5103	-0.000195963	16555	8376
5104	-0.000195925	15918	8360
5105	-0.000195886	16053	8348
5106	-0.000195848	15336	8400
5107	-0.00019581	15613	8376
5108	-0.000195771	15778	8412
5109	-0.000195733	16688	8348
5110	-0.000195695	16361	8376
5111	-0.000195656	16592	8360
5112	-0.000195618	15707	8388
5113	-0.00019558	16735	8384
5114	-0.000195542	16137	8376
5115	-0.000195503	16152	8388
5116	-0.000195465	17032	8380
5117	-0.000195427	15440	8408
5118	-0.000195389	16093	8396
5119	-0.000195351	15675	8380
5120	-0.000195313	15455	8416
5121	-0.000195274	16830	8376
5122	-0.000195236	16210	8380
5123	-0.000195198	16702	8372
5124	-0.00019516	16118	8416
5125	-0.000195122	15378	8444
5126	-0.000195084	16809	8380
5127	-0.000195046	16064	8424
5128	-0.000195008	16918	8384
5129	-0.00019497	15830	8420
5130	-0.000194932	15924	8408
5131	-0.000194894	16776	8400
5132	-0.000194856	15661	8436
5133	-0.000194818	16066	8412
5134	-0.00019478	16188	8440
5135	-0.000194742	15710	8420
5136	-0.000194704	16650	8404
5137	-0.000194666	15722	8448
5138	-0.000194628	16105	8424
5139	-0.00019459	15927	8428
5140	-0.000194553	16527	8396
5141	-0.000194515	16552	8432
5142	-0.000194477	16056	8468
5143	-0.000194439	16821	8396
5144	-0.000194401	16019	8440
5145	-0.000194363	16259	8432
5146	-0.000194326	16660	8444
5147	-0.000194288	16120	8448
5148	-0.00019425	16464	8424
5149	-0.000194212	15622	8468
5150	-0.000194175	15733	8452
5151	-0.000194137	15852	8464
5152	-0.000194099	17444	8408
5153	-0.000194062	16644	8444
5154	-0.000194024	16250	8464
5155	-0.000193986	15618	8456
5156	-0.000193949	16246	8452
5157	-0.000193911	16486	8444
5158	-0.000193874	16538	8464
5159	-0.000193836	16389	8484
5160	-0.000193798	16598	8436
5161	-0.000193761	16649	8464
5162	-0.000193723	15861	8448
5163	-0.000193686	15968	8492
5164	-0.000193648	17070	8464
5165	-0.000193611	15847	8448
5166	-0.000193573	16212	8492
5167	-0.000193536	16259	8460
5168	-0.000193498	15770	8496
5169	-0.000193461	16749	8432
5170	-0.000193424	15977	8484
5171	-0.000193386	16072	8504
5172	-0.000193349	16036	8488
5173	-0.000193311	16752	8492
5174	-0.000193274	16934	8476
5175	-0.000193237	16428	8496
5176	-0.000193199	15976	8532
5177	-0.000193162	16483	8468
5178	-0.000193125	16164	8496
5179	-0.000193087	16617	8480
5180	-0.00019305	15481	8516
5181	-0.000193013	17235	8460
5182	-0.000192976	15844	8496
5183	-0.000192938	16442	8508
5184	-0.000192901	16923	8492
5185	-0.000192864	15829	8488
5186	-0.000192827	16674	8464
5187	-0.00019279	15886	8508
5188	-0.000192753	15468	8544
5189	-0.000192715	16300	8512
5190	-0.000192678	16083	8508
5191	-0.000192641	17031	8492
5192	-0.000192604	16768	8520
5193	-0.000192567	17009	8512
5194	-0.00019253	16671	8500
5195	-0.000192493	16148	8528
5196	-0.000192456	16746	8512
5197	-0.000192419	16269	8540
5198	-0.000192382	17152	8492
5199	-0.000192345	16800	8520
5200	-0.000192308	15322	8556
5201	-0.000192271	16823	8516
5202	-0.000192234	17099	8512
5203	-0.000192197	16829	8496
5204	-0.00019216	16149	8532
5205	-0.000192123	15697	8576
5206	-0.000192086	15952	8560
5207	-0.000192049	16977	8548
5208	-0.000192012	16846	8508
5209	-0.000191975	16588	8552
5210	-0.000191939	16386	8544
5211	-0.000191902	16793	8524
5212	-0.000191865	16445	8560
5213	-0.000191828	15963	8552
5214	-0.000191791	16087	8564
5215	-0.000191755	16400	8516
5216	-0.000191718	16754	8536
5217	-0.000191681	16451	8572
5218	-0.000191644	15567	8572
5219	-0.000191608	16212	8552
5220	-0.000191571	16509	8536
5221	-0.000191534	16462	8564
5222	-0.000191498	17469	8548
5223	-0.000191461	16284	8600
5224	-0.000191424	16524	8572
5225	-0.000191388	16925	8556
5226	-0.000191351	16538	8584
5227	-0.000191314	17064	8560
5228	-0.000191278	16617	8564
5229	-0.000191241	16318	8592
5230	-0.000191205	16078	8568
5231	-0.000191168	15484	8620
5232	-0.000191131	17666	8524
5233	-0.000191095	16487	8568
5234	-0.000191058	16196	8604
5235	-0.000191022	16550	8580
5236	-0.000190985	16379	8584
5237	-0.000190949	17119	8568
5238	-0.000190913	16749	8596
5239	-0.000190876	16209	8580
5240	-0.00019084	16549	8592
5241	-0.000190803	16674	8604
5242	-0.000190767	16956	8588
5243	-0.00019073	15995	8624
5244	-0.000190694	16347	8608
5245	-0.000190658	16940	8588
5246	-0.000190621	16150	8624
5247	-0.000190585	16433	8600
5248	-0.000190549	16083	8636
5249	-0.000190512	16809	8580
5250	-0.000190476	16206	8608
5251	-0.00019044	16464	8576
5252	-0.000190404	16591	8620
5253	-0.000190367	16808	8624
5254	-0.000190331	16858	8600
5255	-0.000190295	16230	8628
5256	-0.000190259	16674	8620
5257	-0.000190223	17861	8592
5258	-0.000190186	16705	8628
5259	-0.00019015	16832	8612
5260	-0.000190114	15821	8640
5261	-0.000190078	16094	8632
5262	-0.000190042	16560	8620
5263	-0.000190006	17848	8588
5264	-0.00018997	17069	8624
5265	-0.000189934	15703	8652
5266	-0.000189897	16869	8612
5267	-0.000189861	16266	8640
5268	-0.000189825	16834	8616
5269	-0.000189789	16956	8652
5270	-0.000189753	16932	8648
5271	-0.000189717	16581	8632
5272	-0.000189681	16885	8660
5273	-0.000189645	16549	8636
5274	-0.000189609	17395	8640
5275	-0.000189573	17115	8652
5276	-0.000189538	16741	8636
5277	-0.000189502	16492	8680
5278	-0.000189466	16384	8656
5279	-0.00018943	16475	8652
5280	-0.000189394	16652	8636
5281	-0.000189358	16373	8664
5282	-0.000189322	16683	8684
5283	-0.000189286	17253	8628
5284	-0.000189251	16541	8664
5285	-0.000189215	16877	8656
5286	-0.000189179	15699	8684
5287	-0.000189143	16435	8680
5288	-0.000189107	16872	8656
5289	-0.000189072	16435	8676
5290	-0.000189036	16373	8668
5291	-0.000189	16920	8680
5292	-0.000188964	17506	8648
5293	-0.000188929	16787	8548
5294	-0.000188893	16457	8544
5295	-0.000188857	16026	8544
5296	-0.000188822	16386	8556
5297	-0.000188786	16534	8508
5298	-0.00018875	16519	8560
5299	-0.000188715	15569	8596
5300	-0.000188679	16650	8508
5301	-0.000188644	16497	8552
5302	-0.000188608	16877	8544
5303	-0.000188573	16076	8572
5304	-0.000188537	16213	8584
5305	-0.000188501	16186	8536
5306	-0.000188466	17077	8564
5307	-0.00018843	16334	8548
5308	-0.000188395	16606	8536
5309	-0.000188359	16937	8544
5310	-0.000188324	15988	8564
5311	-0.000188288	16003	8600
5312	-0.000188253	16183	8560
5313	-0.000188218	16733	8548
5314	-0.000188182	16620	8548
5315	-0.000188147	15964	8576
5316	-0.000188111	16205	8612
5317	-0.000188076	17109	8580
5318	-0.000188041	16468	8600
5319	-0.000188005	16451	8568
5320	-0.00018797	16173	8604
5321	-0.000187935	17818	8532
5322	-0.000187899	16624	8584
5323	-0.000187864	16419	8612
5324	-0.000187829	16097	8604
5325	-0.000187793	16547	8560
5326	-0.000187758	17049	8552
5327	-0.000187723	16081	8596
5328	-0.000187688	15756	8624
5329	-0.000187652	17111	8568
5330	-0.000187617	14992	8604
5331	-0.000187582	16579	8564
5332	-0.000187547	15841	8600
5333	-0.000187512	17231	8584
5334	-0.000187477	17502	8588
5335	-0.000187441	16220	8632
5336	-0.000187406	16358	8600
5337	-0.000187371	16518	8620
5338	-0.000187336	17833	8556
5339	-0.000187301	16971	8600
5340	-0.000187266	15247	8636
5341	-0.000187231	16751	8620
5342	-0.000187196	16426	8632
5343	-0.000187161	16913	8584
5344	-0.000187126	16706	8612
5345	-0.000187091	15630	8664
5346	-0.000187056	17506	8584
5347	-0.000187021	16200	8628
5348	-0.000186986	16604	8620
5349	-0.000186951	17025	8624
5350	-0.000186916	16372	8624
5351	-0.000186881	16929	8596
5352	-0.000186846	16185	8656
5353	-0.000186811	16719	8648
5354	-0.000186776	16667	8652
5355	-0.000186741	16551	8612
5356	-0.000186706	16916	8632
5357	-0.000186672	16158	8660
5358	-0.000186637	16210	8644
5359	-0.000186602	16635	8632
5360	-0.000186567	15816	8624
5361	-0.000186532	15894	8668
5362	-0.000186498	16757	8604
5363	-0.000186463	17312	8624
5364	-0.000186428	17396	8652
5365	-0.000186393	15867	8644
5366	-0.000186359	16858	8696
5367	-0.000186324	16359	8664
5368	-0.000186289	16953	8644
5369	-0.000186254	16553	8680
5370	-0.00018622	16465	8656
5371	-0.000186185	16397	8692
5372	-0.00018615	17082	8628
5373	-0.000186116	16306	8672
5374	-0.000186081	16636	8692
5375	-0.000186047	16247	8676
5376	-0.000186012	16748	8664
5377	-0.000185977	17706	8656
5378	-0.000185943	16378	8676
5379	-0.000185908	16725	8668
5380	-0.000185874	16803	8632
5381	-0.000185839	16995	8684
5382	-0.000185805	17116	8668
5383	-0.00018577	16761	8704
5384	-0.000185736	16752	8688
5385	-0.000185701	16365	8684
5386	-0.000185667	17013	8688
5387	-0.000185632	16902	8680
5388	-0.000185598	16429	8724
5389	-0.000185563	16964	8660
5390	-0.000185529	16383	8704
5391	-0.000185494	17079	8688
5392	-0.00018546	16676	8700
5393	-0.000185426	16990	8688
5394	-0.000185391	17320	8664
5395	-0.000185357	15857	8716
5396	-0.000185322	16802	8692
5397	-0.000185288	16838	8680
5398	-0.000185254	16708	8732
5399	-0.000185219	17326	8700
5400	-0.000185185	15843	8736
5401	-0.000185151	17493	8672
5402	-0.000185117	17018	8708
5403	-0.000185082	16917	8744
5404	-0.000185048	16734	8720
5405	-0.000185014	16641	8732
5406	-0.00018498	17294	8676
5407	-0.000184945	16790	8720
5408	-0.000184911	15971	8704
5409	-0.000184877	16153	8740
5410	-0.000184843	16529	8744
5411	-0.000184809	16921	8688
5412	-0.000184775	16706	8732
5413	-0.00018474	16495	8724
5414	-0.000184706	17446	8720
5415	-0.000184672	16570	8756
5416	-0.000184638	17087	8748
5417	-0.000184604	16932	8752
5418	-0.00018457	17798	8712
5419	-0.000184536	16776	8716
5420	-0.000184502	17131	8716
5421	-0.000184468	16606	8760
5422	-0.000184434	15985	8780
5423	-0.0001844	16768	8724
5424	-0.000184366	16757	8736
5425	-0.000184332	16648	8728
5426	-0.000184298	16235	8772
5427	-0.000184264	17075	8752
5428	-0.00018423	16715	8744
5429	-0.000184196	16773	8756
5430	-0.000184162	16727	8732
5431	-0.000184128	16893	8752
5432	-0.000184094	17400	8720
5433	-0.00018406	16350	8764
5434	-0.000184026	16610	8824
5435	-0.000183993	17541	8736
5436	-0.000183959	17332	8764
5437	-0.000183925	17266	8732
5438	-0.000183891	16759	8784
5439	-0.000183857	16045	8820
5440	-0.000183824	16686	8748
5441	-0.00018379	16474	8800
5442	-0.000183756	17330	8760
5443	-0.000183722	16823	8772
5444	-0.000183688	16565	8784
5445	-0.000183655	16967	8768
5446	-0.000183621	16592	8812
5447	-0.000183587	16878	8804
5448	-0.000183554	18151	8768
5449	-0.00018352	17259	8760
5450	-0.000183486	16433	8780
5451	-0.000183453	16301	8816
5452	-0.000183419	17088	8768
5453	-0.000183385	17298	8796
5454	-0.000183352	17514	8756
5455	-0.000183318	16865	8792
5456	-0.000183284	16239	8844
5457	-0.000183251	16835	8780
5458	-0.000183217	16875	8816
5459	-0.000183184	16918	8800
5460	-0.00018315	16601	8820
5461	-0.000183117	17324	8756
5462	-0.000183083	17114	8800
5463	-0.00018305	17050	8828
5464	-0.000183016	16971	8828
5465	-0.000182983	16721	8816
5466	-0.000182949	17505	8784
5467	-0.000182916	17090	8812
5468	-0.000182882	17066	8840
5469	-0.000182849	17279	8792
5470	-0.000182815	16614	8828
5471	-0.000182782	16869	8812
